branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
6,1,6.84,0,5.5,3.4,60.2,6.7,3.6,6.6,1,1,0,0,0,0,1,15.11
5,2,7.43,0,4.8,8.0,67.5,4.9,7.6,6.0,2,1,2,2,2,0,1,18.43
3,2,4.9,1,7.2,4.1,75.0,8.5,4.9,0.7,0,3,1,1,2,0,0,17.31
1,2,7.35,1,7.0,5.2,74.9,5.4,3.5,4.9,1,3,3,1,1,1,1,17.74
6,2,7.14,1,5.4,6.9,58.6,7.1,5.5,4.0,1,5,3,0,1,1,1,17.44
2,0,7.43,0,6.3,6.0,46.1,5.4,1.6,4.7,1,2,0,3,0,0,1,18.84
5,2,8.27,0,6.8,5.3,81.1,6.7,6.2,2.9,0,2,0,2,0,2,1,15.3
3,1,6.51,0,6.7,6.7,87.6,7.9,3.6,2.9,2,2,2,1,0,0,1,18.21
1,2,8.15,2,4.9,7.5,66.3,6.1,1.8,6.5,1,3,1,1,0,1,0,17.31
6,1,5.59,0,6.4,3.9,52.0,6.1,5.4,2.1,0,1,0,1,1,1,1,15.54
4,0,6.55,0,8.7,3.0,40.4,4.1,3.4,6.4,0,2,1,1,1,0,1,18.2
2,2,8.58,0,5.5,5.3,68.3,5.1,4.2,4.2,1,3,1,2,0,1,1,16.56
0,1,6.74,1,8.4,8.3,69.5,4.1,6.2,2.4,3,2,1,0,0,2,1,21.62
5,2,6.73,0,6.1,6.2,71.6,5.6,2.4,4.2,0,1,1,0,2,1,1,12.93
4,1,7.58,2,5.9,6.8,54.2,4.4,4.7,6.1,2,3,1,0,0,1,1,19.1
1,1,6.83,0,7.3,5.0,67.1,4.9,5.5,4.9,1,3,1,0,1,1,1,17.13
5,1,6.83,0,4.6,5.4,69.3,4.9,3.2,1.5,1,4,2,1,0,1,1,16.14
1,2,6.9,0,3.8,7.7,64.6,6.1,1.2,2.7,0,3,2,0,1,1,0,17.31
3,1,6.76,1,6.8,2.7,72.2,6.2,4.6,1.7,1,2,0,2,0,1,1,14.28
5,2,5.81,1,3.0,6.8,52.7,5.7,4.8,2.1,1,0,1,1,0,1,1,13.47
2,0,8.6,0,6.1,6.4,62.3,6.4,2.5,5.0,1,3,0,1,0,2,1,19.36
3,1,7.85,3,5.7,10.0,72.3,2.9,2.0,3.1,0,1,1,0,1,1,1,18.06
3,1,7.68,0,9.2,6.7,49.2,6.8,5.4,7.2,0,0,0,0,0,0,1,19.75
6,2,7.36,1,5.3,3.5,45.6,6.6,7.4,4.4,2,1,1,1,0,0,0,17.31
6,1,5.03,2,6.4,2.4,78.2,5.3,4.8,4.8,2,2,3,0,0,2,0,17.31
5,2,6.72,0,6.0,4.8,62.7,5.7,7.1,5.4,1,1,3,2,0,1,1,17.63
5,1,5.81,0,6.6,2.3,72.6,5.7,4.0,3.5,0,5,2,0,0,0,1,13.66
2,1,6.0,0,6.8,4.1,54.2,8.9,3.7,5.1,2,1,1,1,0,0,1,15.33
5,1,8.71,0,7.3,1.2,51.0,6.2,4.1,1.1,2,2,1,1,0,0,1,15.07
3,1,7.34,0,5.8,3.2,54.4,3.2,5.2,4.0,1,3,1,0,0,2,1,16.96
3,1,7.54,3,6.3,3.3,33.9,6.3,2.9,5.3,3,3,2,1,1,1,1,16.17
0,0,7.31,0,4.6,4.4,80.6,7.8,7.6,3.8,0,2,1,0,0,0,1,16.67
4,2,6.98,1,4.6,6.7,73.5,7.9,7.3,3.7,0,2,3,0,0,0,0,17.31
1,0,6.7,2,5.9,4.0,60.9,8.9,4.3,5.6,2,2,1,0,0,1,1,17.26
3,1,5.73,0,4.9,7.2,49.1,5.0,4.5,5.5,1,2,1,1,0,3,0,17.31
1,1,4.61,0,5.6,5.8,48.9,5.7,3.1,0.5,0,3,0,1,0,0,1,10.87
6,2,7.88,0,4.3,5.8,64.8,6.3,3.7,3.3,0,1,1,1,0,3,0,17.31
1,2,5.59,0,5.7,9.3,57.4,7.2,1.2,5.8,1,2,0,1,0,1,0,17.31
0,0,7.56,0,5.2,3.1,67.6,6.2,5.2,7.5,1,2,0,1,0,0,1,19.09
6,0,7.95,0,4.9,5.5,66.9,4.5,4.8,4.6,3,3,1,0,0,3,1,21.86
6,2,6.67,0,6.0,3.5,64.0,4.7,4.8,4.7,0,1,1,0,0,3,0,17.31
4,1,7.25,0,6.3,6.8,59.5,5.8,6.4,5.5,0,2,2,0,0,0,1,16.66
6,0,8.77,0,4.7,8.7,60.5,6.4,6.6,5.8,3,2,2,1,0,0,1,24.19
3,1,7.43,1,7.9,7.6,62.4,6.4,6.5,3.3,3,1,2,0,0,0,1,21.22
4,2,7.91,0,7.2,7.6,74.5,4.6,4.7,5.1,2,4,2,3,1,0,1,18.65
1,1,7.13,1,7.9,7.3,46.1,5.2,5.8,3.6,3,2,3,0,0,1,0,17.31
6,2,9.74,0,7.6,4.2,51.9,5.9,5.2,3.0,3,2,2,0,2,3,1,22.34
1,1,7.07,0,4.3,5.3,75.4,5.3,10.0,5.3,1,5,0,0,0,1,1,18.07
1,2,6.12,1,2.6,6.0,72.8,6.1,7.9,0.0,1,2,1,2,0,2,1,13.31
1,1,7.85,0,3.5,5.6,53.2,2.3,0.0,0.0,1,4,0,1,1,0,1,14.62
1,2,5.93,0,5.4,4.8,68.7,4.8,1.1,3.0,1,4,4,1,0,2,1,11.79
6,2,7.73,0,4.3,6.0,69.3,5.7,7.9,4.7,0,2,1,1,0,3,1,16.53
0,0,7.37,0,5.4,6.4,72.1,4.9,4.5,2.8,1,3,2,1,0,1,1,19.45
5,1,7.28,0,4.8,9.2,78.0,6.5,6.9,5.5,2,4,4,1,1,1,0,17.31
0,1,7.88,3,5.5,7.3,90.1,7.7,6.7,2.5,2,2,2,0,2,0,1,19.31
0,1,9.11,0,9.6,6.1,60.7,4.5,3.8,4.0,2,1,3,1,0,1,1,21.04
1,2,7.68,1,7.1,5.1,52.6,6.2,5.5,3.1,1,3,1,0,0,1,1,19.17
3,1,7.77,0,4.7,6.9,67.4,7.8,3.7,4.3,0,2,1,3,0,3,1,16.79
4,2,7.32,0,6.8,5.3,74.4,3.9,5.3,5.9,2,4,2,0,0,0,1,17.69
3,2,7.12,0,8.4,5.7,99.2,6.9,2.9,2.6,1,2,2,2,0,0,1,16.9
0,0,6.27,0,7.6,7.5,69.1,5.5,4.9,4.1,0,3,1,0,0,0,1,19.37
0,1,7.65,0,4.0,6.9,40.4,7.7,3.2,0.8,1,2,2,1,0,1,0,17.31
3,2,5.83,0,6.0,5.0,67.3,5.0,5.4,5.7,2,2,3,0,0,2,0,17.31
0,2,6.58,2,4.5,4.4,86.8,6.1,2.6,2.7,2,1,4,1,0,1,1,15.59
1,2,5.98,1,4.3,4.3,66.8,3.6,4.6,2.6,1,1,3,0,2,2,0,17.31
4,1,5.25,3,8.0,7.7,67.6,10.0,6.2,4.7,1,2,0,1,0,1,1,18.79
1,2,7.32,0,6.0,4.1,51.0,7.9,4.7,4.1,0,2,0,3,0,3,1,15.17
1,2,8.47,0,4.2,5.7,69.3,6.5,5.6,2.5,1,4,0,2,0,0,1,14.19
5,2,7.72,2,6.3,5.7,69.9,6.1,2.2,6.7,1,3,2,0,0,0,0,17.31
0,0,6.87,0,3.2,4.7,66.6,5.8,3.5,1.8,1,4,1,0,0,1,1,13.49
1,2,7.44,0,4.1,10.0,83.7,4.9,3.7,5.5,1,3,3,0,0,2,1,19.57
0,0,7.06,0,7.3,4.1,67.8,5.4,3.5,3.8,0,2,1,0,0,1,0,17.31
3,2,6.45,0,6.4,6.5,77.3,5.1,2.4,3.7,1,1,1,0,1,0,1,16.97
3,1,7.31,1,8.5,5.0,44.3,6.5,0.0,1.5,0,3,1,1,0,0,0,17.31
5,1,8.21,0,4.1,3.6,67.0,5.6,4.7,2.9,0,0,3,0,0,1,0,17.31
6,2,7.54,0,5.2,8.1,37.7,3.9,4.8,5.9,2,2,4,1,0,1,1,20.08
3,1,7.7,2,5.7,4.4,71.6,4.8,7.7,5.0,2,3,0,0,1,3,1,20.46
2,0,6.69,0,6.8,7.4,50.9,7.3,7.7,1.7,1,5,3,2,0,2,1,22.2
1,1,6.05,1,7.9,6.2,65.4,5.2,4.1,4.9,1,3,1,1,0,1,0,17.31
1,1,6.85,0,7.2,6.4,74.9,7.2,5.6,1.7,0,2,1,2,0,1,1,16.13
1,1,5.79,0,6.1,4.2,58.6,8.4,4.2,6.7,1,2,1,2,0,2,1,15.5
1,1,6.2,0,6.3,3.3,52.4,4.1,2.7,3.1,2,4,2,3,0,2,1,15.01
3,0,7.92,0,7.9,5.6,54.3,4.7,6.9,2.4,1,1,1,1,0,1,0,17.31
4,1,8.82,1,7.3,3.4,43.2,7.9,7.8,3.9,1,1,2,1,1,1,0,17.31
4,1,7.42,3,7.7,9.9,69.2,7.7,4.3,4.8,0,2,2,0,0,1,0,17.31
5,2,6.72,3,3.9,5.6,51.0,5.3,7.0,1.8,2,4,1,0,0,1,0,17.31
0,1,8.32,1,5.9,4.5,68.6,8.3,6.0,3.2,1,0,2,0,0,1,1,15.28
6,1,7.28,0,7.1,5.6,87.2,5.7,4.6,4.0,2,3,1,1,0,0,1,19.11
6,2,5.1,0,5.8,4.4,63.7,4.4,3.2,1.6,1,2,0,2,0,3,0,17.31
5,1,7.13,1,6.1,2.3,43.5,5.3,3.9,3.3,1,1,3,2,1,1,0,17.31
3,1,7.84,0,4.1,6.6,50.3,6.4,2.0,5.5,1,1,0,0,1,1,1,16.67
5,2,7.07,0,7.7,6.0,70.1,8.1,3.3,4.5,1,2,2,0,0,2,1,14.86
3,2,8.02,0,5.9,5.1,68.9,5.0,3.7,6.6,0,2,3,2,0,2,1,16.94
1,2,7.79,0,4.9,8.5,68.4,5.2,4.8,1.3,1,3,2,0,0,1,1,17.61
3,1,8.08,0,6.8,4.2,55.9,6.9,3.2,5.0,2,4,1,0,0,1,1,18.8
6,1,6.33,0,5.9,4.3,60.6,7.1,4.2,0.6,1,2,1,2,1,2,1,15.13
2,2,6.35,1,7.3,5.1,76.1,8.5,6.5,3.1,3,2,2,1,1,1,1,20.26
1,1,7.31,0,5.0,5.4,49.9,7.8,2.6,4.0,2,5,0,0,2,1,1,17.04
0,2,5.74,1,6.7,5.2,52.6,6.6,5.5,3.5,2,4,1,0,2,1,1,15.94
1,1,8.76,1,6.1,4.0,54.2,5.2,6.1,1.3,2,2,1,3,0,3,1,19.34
4,2,7.81,1,5.8,3.6,74.4,5.3,3.2,4.1,0,2,1,0,1,2,1,14.36
6,1,6.27,1,7.0,2.5,78.8,4.6,2.8,3.3,1,4,1,1,1,2,0,17.31
4,2,5.88,2,7.2,8.3,39.1,5.9,5.0,3.3,0,2,1,0,1,1,0,17.31
5,1,6.95,0,7.0,5.4,58.4,7.6,4.8,0.8,3,2,1,2,0,3,1,18.8
3,1,7.01,1,5.3,4.9,63.4,4.6,4.5,3.3,1,3,3,0,0,0,1,15.64
2,1,6.76,2,6.4,6.9,59.2,10.0,3.3,3.2,1,0,0,0,1,1,0,17.31
6,1,8.76,0,4.7,5.6,43.1,4.4,6.1,4.3,2,2,3,0,0,2,1,19.47
2,2,7.01,2,6.7,5.8,68.5,8.6,4.8,1.8,0,3,2,0,0,0,1,16.02
1,1,7.68,0,6.9,4.8,76.2,6.1,5.7,5.7,1,2,3,0,0,1,0,17.31
5,1,6.98,0,7.6,6.4,82.4,4.3,4.0,5.7,3,5,4,0,0,1,1,20.11
3,2,8.41,0,8.0,5.8,59.5,6.5,3.8,3.1,1,2,0,2,0,1,1,18.61
5,2,6.51,0,5.9,5.6,65.7,5.1,3.5,2.1,3,2,4,0,0,2,1,15.99
2,2,6.25,1,3.5,7.6,62.3,6.5,2.9,3.0,2,4,4,0,0,1,0,17.31
2,2,6.31,1,7.6,3.0,63.3,5.3,3.7,5.4,3,0,1,0,0,1,1,19.43
6,2,6.71,0,6.0,9.0,77.8,8.3,4.8,1.5,0,2,2,3,0,0,0,17.31
3,2,6.98,0,3.8,4.1,98.5,5.8,4.3,3.3,1,2,0,0,0,1,0,17.31
0,2,6.93,0,8.1,4.9,59.3,3.9,0.7,1.9,0,4,2,0,1,1,1,13.34
4,2,6.26,0,7.5,5.7,53.5,7.4,6.5,4.6,2,0,3,0,1,1,0,17.31
0,1,8.16,0,7.6,4.9,49.8,6.3,5.5,5.8,2,3,2,0,2,1,1,20.24
5,2,7.56,0,6.7,3.0,59.4,3.9,0.0,2.7,1,2,2,2,1,2,0,17.31
1,2,7.62,0,6.3,6.9,87.8,4.3,0.8,1.7,3,1,3,2,0,0,1,18.72
0,2,8.94,0,6.8,3.0,66.9,6.8,4.7,4.8,0,3,0,1,1,0,1,14.49
0,2,8.07,0,5.3,4.5,64.4,6.5,5.2,5.0,2,2,0,1,1,0,0,17.31
1,1,6.71,0,6.8,3.7,73.1,6.6,4.8,5.3,1,3,2,1,0,0,0,17.31
1,2,7.61,2,5.9,2.8,54.6,6.0,6.7,4.7,1,5,1,0,0,1,0,17.31
0,2,7.74,0,5.0,6.9,76.1,3.9,4.7,5.8,0,2,0,2,0,1,0,17.31
1,2,7.53,0,3.6,6.2,75.0,5.1,4.4,5.5,1,1,2,2,0,2,0,17.31
5,1,7.32,0,7.7,1.6,72.7,4.8,7.3,3.3,1,1,1,0,1,1,1,17.06
2,1,8.33,0,7.0,6.6,64.6,7.1,6.2,5.0,1,2,0,0,2,1,1,20.78
1,2,8.69,1,7.3,3.6,34.3,6.3,5.7,1.9,0,3,1,0,1,2,0,17.31
5,0,7.57,0,6.0,4.9,65.5,5.5,4.7,4.2,1,4,0,0,0,2,1,16.83
0,2,6.22,0,6.6,5.5,67.4,6.3,0.0,5.9,1,1,2,0,1,3,1,16.13
6,1,7.0,0,6.1,6.1,58.7,5.5,5.1,6.5,0,0,3,0,0,1,1,16.11
4,1,7.16,0,6.0,3.1,75.9,6.4,7.6,4.8,3,3,1,0,0,2,1,17.19
5,2,7.3,0,8.5,5.5,62.9,5.5,1.1,3.9,3,2,1,0,2,1,1,19.54
2,1,7.7,0,4.2,1.9,77.4,9.0,4.5,8.1,1,0,2,0,0,2,0,17.31
4,1,8.31,0,8.2,1.2,37.6,10.0,7.4,5.1,3,3,3,2,0,1,1,19.73
5,1,8.06,0,4.5,5.8,52.1,6.5,2.0,2.8,1,1,0,1,1,1,1,14.94
0,2,7.12,0,5.0,6.5,68.6,6.4,4.0,2.6,0,4,1,1,0,1,0,17.31
0,2,5.49,0,6.3,3.8,58.0,8.9,5.7,7.9,1,0,3,2,0,0,0,17.31
1,2,5.76,0,5.3,1.7,64.0,9.0,5.4,4.1,2,3,0,1,0,3,0,17.31
1,2,5.64,0,6.6,5.6,65.8,5.0,5.3,5.2,0,2,1,0,0,2,1,16.5
3,0,8.52,1,6.0,1.3,50.1,5.7,3.2,5.2,0,0,2,0,0,1,0,17.31
4,1,6.09,1,4.3,6.2,46.7,5.7,5.1,0.6,0,1,1,0,0,2,0,17.31
1,2,7.19,0,6.8,8.9,48.0,4.1,3.6,4.1,2,1,3,1,2,3,1,19.61
0,2,7.06,0,4.8,2.3,69.1,6.7,7.9,9.3,1,4,0,2,1,3,0,17.31
1,2,6.7,2,6.4,6.2,54.0,4.9,5.8,3.2,0,3,1,0,1,2,0,17.31
5,1,7.35,2,4.1,5.8,66.5,7.0,6.2,6.1,1,4,1,3,0,3,1,18.43
4,1,6.45,1,1.8,5.6,62.9,6.2,5.4,4.6,1,0,1,2,0,2,0,17.31
0,2,6.2,0,5.8,4.4,77.2,7.4,6.8,1.2,0,2,1,2,0,2,1,13.76
0,2,6.96,1,4.9,5.0,58.4,7.6,4.2,6.7,1,1,3,1,1,0,1,17.08
2,2,5.64,0,3.3,5.9,82.7,5.9,5.0,2.2,0,1,2,1,0,0,1,13.63
2,1,6.81,0,7.3,5.0,68.7,4.5,1.1,4.8,2,1,0,0,2,2,1,14.08
5,1,7.63,2,5.4,2.0,72.6,7.0,5.5,5.9,0,2,4,0,0,1,0,17.31
3,2,7.49,2,6.3,5.8,49.9,8.8,4.4,1.1,1,3,4,2,1,0,1,14.75
1,2,6.85,1,5.9,6.5,64.3,5.0,3.2,5.6,0,5,0,1,1,2,0,17.31
3,1,7.38,0,8.7,6.3,73.0,8.6,2.3,3.0,1,1,0,2,0,1,1,16.09
5,1,7.27,0,4.1,7.1,57.9,3.3,4.0,3.7,1,1,1,2,0,2,0,17.31
0,0,7.31,0,4.5,7.4,63.6,5.0,4.1,4.6,1,2,3,1,0,2,0,17.31
4,2,7.34,0,8.6,4.4,72.0,5.2,3.9,2.0,1,2,0,0,0,0,0,17.31
1,2,8.06,0,3.2,5.3,56.3,2.8,0.0,2.8,1,1,2,1,1,1,0,17.31
1,2,5.59,0,3.2,3.4,68.0,4.6,7.4,4.4,2,2,1,0,0,1,1,14.45
4,2,6.61,1,6.1,1.0,76.6,6.7,5.5,5.6,1,4,2,2,1,1,0,17.31
3,1,7.32,0,6.0,7.4,48.3,7.3,5.0,3.8,3,2,0,1,0,0,1,20.9
3,2,7.0,0,8.4,2.5,58.7,6.3,6.0,0.3,1,1,2,0,1,3,1,14.34
3,2,7.52,2,3.5,7.5,76.0,8.0,3.8,4.9,0,2,1,0,0,1,0,17.31
5,2,7.57,1,4.9,3.0,69.4,3.8,7.5,1.3,1,3,1,1,0,0,0,17.31
4,2,7.79,1,5.4,7.2,58.7,5.2,3.6,2.1,2,4,1,3,0,3,0,17.31
1,1,7.37,2,5.2,5.5,46.3,4.7,7.0,5.0,2,3,2,0,0,0,0,17.31
3,2,6.58,0,8.3,8.0,83.4,5.6,7.4,5.1,0,2,1,0,2,1,0,17.31
4,1,6.14,0,3.5,5.0,82.5,5.5,5.4,4.2,3,2,1,0,0,0,1,16.69
2,1,6.44,0,3.8,1.4,58.5,7.9,8.4,1.3,1,4,2,1,2,1,0,17.31
2,1,7.21,0,7.1,6.8,78.3,3.8,6.1,2.7,1,3,2,2,0,1,1,18.59
1,2,6.78,2,6.9,3.0,64.1,4.1,1.8,4.9,3,2,2,3,0,1,0,17.31
1,0,6.69,0,7.2,5.3,85.4,8.4,4.7,3.8,3,4,2,3,1,1,1,21.8
0,2,7.54,0,6.4,3.0,72.7,5.3,3.8,3.4,1,2,1,1,0,1,0,17.31
6,2,7.27,3,3.8,5.7,67.7,3.7,4.0,3.2,0,2,1,1,1,2,1,11.57
1,1,7.46,2,6.7,4.7,57.1,8.9,1.6,7.1,1,3,0,0,0,1,1,17.5
4,1,7.04,0,6.5,7.6,68.0,8.0,4.8,6.8,1,2,3,0,1,2,1,20.45
1,2,7.1,0,6.0,6.9,90.0,4.6,3.8,4.7,1,2,1,2,0,0,1,17.44
3,1,7.68,0,5.2,5.6,62.0,6.8,7.2,5.9,1,0,1,0,1,1,1,17.91
5,1,7.09,0,8.4,3.1,69.8,8.5,4.9,4.8,2,2,1,1,1,0,1,18.4
4,1,6.87,0,4.5,4.9,66.9,6.9,1.0,3.0,1,4,1,1,2,1,1,14.74
0,2,6.1,3,4.5,3.9,87.7,8.1,4.6,2.2,0,2,2,0,0,0,1,10.07
2,1,7.37,0,2.8,3.1,83.4,6.0,7.0,3.5,0,2,2,1,0,1,0,17.31
1,1,6.84,0,6.7,4.5,57.1,5.9,4.5,1.6,3,2,2,0,0,1,1,17.86
4,2,8.12,1,5.8,7.6,67.6,6.3,4.1,7.6,3,3,2,0,1,2,1,20.33
1,2,7.23,0,5.0,3.8,68.1,6.4,4.8,1.2,1,3,1,1,0,1,1,13.24
1,2,8.07,0,8.4,6.9,49.9,6.6,6.7,6.4,0,0,2,1,0,0,1,18.88
6,2,6.84,0,7.9,2.5,67.8,7.7,4.6,4.6,2,3,0,1,0,3,0,17.31
1,2,5.58,0,7.9,3.5,63.9,6.7,5.0,1.0,1,3,1,2,0,1,1,11.69
6,2,7.17,0,5.0,4.7,72.2,7.2,3.5,3.2,0,0,1,0,0,0,0,17.31
1,2,7.94,0,3.6,4.9,43.0,6.1,2.7,5.4,1,3,1,1,1,0,1,14.11
0,2,7.86,2,5.5,5.1,68.1,7.6,8.5,0.9,1,3,1,2,1,1,0,17.31
3,1,7.1,0,7.0,8.7,71.3,6.2,3.9,3.4,3,3,2,1,0,1,0,17.31
1,1,6.54,0,6.3,5.3,78.2,5.1,0.0,2.1,2,1,2,0,0,2,0,17.31
5,2,5.56,1,7.1,7.5,56.9,5.2,7.0,1.5,0,2,3,1,0,2,0,17.31
3,1,5.73,0,6.5,2.6,66.8,6.0,6.2,4.1,1,0,2,1,2,2,0,17.31
6,1,6.93,2,5.5,4.2,82.6,7.8,6.2,6.3,0,2,1,0,0,1,1,14.24
3,1,5.79,0,7.3,6.4,78.4,6.6,7.3,5.7,2,1,2,1,0,2,1,20.93
1,2,6.25,0,4.7,10.0,85.2,5.6,4.1,4.3,2,3,1,0,1,2,0,17.31
6,2,6.83,0,5.2,3.0,46.6,7.5,4.8,4.3,3,5,1,0,0,1,0,17.31
4,0,6.66,0,4.0,6.2,66.2,6.9,4.8,4.1,2,4,1,0,0,0,1,18.05
2,1,8.05,0,2.6,6.6,64.0,5.7,0.0,6.8,0,5,2,1,0,1,0,17.31
5,2,7.4,0,5.3,3.7,75.7,6.0,1.1,6.4,0,2,2,1,0,1,1,13.39
1,2,8.33,0,3.3,2.2,50.7,4.7,6.0,3.9,1,4,0,0,1,2,1,14.88
1,2,9.51,1,7.7,2.7,69.5,7.0,4.7,3.7,1,2,0,0,0,0,1,18.0
1,1,6.81,0,6.7,6.5,62.3,5.4,5.2,3.8,0,2,0,1,0,3,0,17.31
1,2,6.81,1,7.7,5.3,87.0,6.2,3.5,4.9,1,4,3,0,0,1,1,14.72
6,1,7.32,2,5.7,5.6,67.1,7.1,4.2,6.8,0,3,0,0,1,1,1,14.86
1,2,7.5,3,4.6,4.1,71.9,6.4,7.0,1.8,0,4,2,1,0,0,1,13.26
4,2,6.79,0,8.0,5.4,89.5,5.0,1.9,3.9,1,1,1,1,0,1,0,17.31
1,1,8.57,0,3.9,6.3,80.5,6.6,6.8,4.2,1,1,2,0,0,1,1,18.15
5,0,8.72,1,3.7,5.1,59.6,5.8,4.9,5.0,0,2,1,0,0,0,1,17.58
4,0,6.2,0,6.7,4.6,81.8,6.8,0.7,5.3,0,2,1,0,0,2,0,17.31
2,2,7.17,1,7.4,6.6,43.4,5.9,1.9,5.6,3,2,1,0,0,0,0,17.31
2,2,7.2,0,6.0,5.6,53.9,6.9,0.0,2.6,3,3,1,0,0,1,0,17.31
4,2,6.23,1,6.2,7.6,56.5,3.7,6.0,0.5,1,3,0,0,0,1,0,17.31
1,2,6.1,3,5.2,3.0,58.9,6.4,3.2,4.7,1,2,0,1,2,1,0,17.31
1,1,9.24,0,8.4,7.5,54.7,6.1,3.8,3.3,1,2,3,0,0,1,1,22.04
3,1,6.6,2,6.5,5.4,78.8,8.6,3.2,5.0,1,4,0,0,0,1,1,16.4
6,1,6.83,0,3.6,5.7,71.9,8.0,7.4,4.2,1,1,1,2,0,2,0,17.31
0,0,6.26,1,4.8,7.7,60.4,6.1,8.9,7.7,2,1,3,3,0,1,0,17.31
4,1,7.92,0,6.0,8.2,75.1,7.2,2.7,4.4,2,3,2,0,0,0,1,21.76
1,0,7.4,2,4.9,4.7,76.5,8.0,6.0,4.5,1,1,2,0,2,2,1,18.73
0,1,7.01,2,6.4,5.8,65.9,4.0,5.7,1.4,2,4,3,0,0,1,1,16.75
1,2,6.21,0,6.0,2.7,59.4,4.7,7.2,4.9,0,5,2,1,0,3,1,13.3
5,1,8.0,2,4.6,5.3,69.6,6.1,3.9,3.1,2,1,1,0,0,1,1,16.97
1,1,8.39,0,7.3,4.3,64.9,5.3,5.3,6.2,3,4,1,1,1,3,1,20.99
3,1,7.12,0,5.9,6.2,62.6,5.7,5.8,6.1,0,3,1,3,0,0,0,17.31
6,2,5.66,2,7.3,6.4,42.3,5.3,5.3,4.3,1,1,0,1,0,0,0,17.31
0,2,6.52,0,9.8,4.6,44.3,6.3,3.5,7.1,1,3,4,3,2,1,1,16.6
1,2,7.41,1,6.0,5.5,74.8,6.1,2.6,6.3,2,1,1,0,1,1,1,17.36
2,2,6.46,1,7.8,5.0,80.9,6.7,2.3,2.1,1,2,3,0,0,1,1,14.41
3,1,7.29,1,7.2,9.9,66.3,6.5,2.5,6.4,0,4,1,0,0,2,1,20.59
3,2,6.91,0,6.5,4.2,60.5,4.9,1.9,2.5,2,3,1,0,0,2,1,14.07
1,0,8.34,0,7.9,5.3,60.6,7.0,6.4,0.5,0,3,2,0,0,0,1,19.21
5,1,8.68,0,5.8,5.9,60.3,8.3,7.2,4.0,1,1,2,2,0,1,0,17.31
1,0,7.56,1,4.8,4.7,83.7,5.8,3.9,5.4,0,5,2,1,0,2,1,16.35
1,2,7.5,1,4.7,7.5,60.4,3.1,7.8,6.5,1,4,1,1,0,0,0,17.31
6,1,6.54,0,5.3,2.7,80.4,5.9,1.8,4.4,0,2,0,2,1,1,0,17.31
2,1,7.81,0,7.6,4.7,59.8,3.8,4.3,4.0,0,2,3,1,0,0,1,14.86
1,2,6.91,0,6.2,5.3,59.0,3.6,5.5,2.8,1,2,0,1,2,2,0,17.31
1,2,7.36,0,6.3,5.6,73.2,3.6,5.2,3.4,0,4,1,0,0,1,1,12.74
4,1,5.74,2,7.4,2.4,54.8,2.9,5.9,2.5,1,2,3,0,0,2,0,17.31
4,1,6.76,0,5.7,6.7,59.4,6.2,2.8,2.5,0,3,3,1,0,1,0,17.31
5,1,6.15,1,5.3,2.0,69.8,6.0,5.7,2.3,1,0,2,2,1,3,0,17.31
0,1,8.24,1,4.5,7.9,74.4,4.8,6.5,3.3,3,1,0,0,0,2,0,17.31
6,2,5.83,1,6.2,8.6,75.3,3.7,2.7,3.6,1,2,2,0,2,1,0,17.31
6,0,8.88,2,7.4,5.4,62.1,6.7,4.1,6.9,1,0,1,0,0,2,1,21.55
6,0,8.15,0,6.2,7.7,74.9,6.6,5.3,5.9,1,3,0,0,0,2,1,23.21
2,1,8.19,0,5.8,5.9,76.6,2.4,4.4,5.9,0,3,0,0,0,2,1,18.24
3,0,6.81,0,8.7,6.8,78.7,4.6,2.9,2.9,0,3,0,0,0,1,1,18.44
1,2,7.63,0,7.6,2.7,84.7,3.2,9.0,6.3,2,3,0,0,2,1,1,17.22
3,0,8.29,0,6.4,6.4,66.0,7.2,7.3,4.1,1,2,3,0,0,1,1,22.35
2,0,6.91,0,4.2,1.0,87.5,5.5,5.4,1.0,3,2,2,0,1,0,0,17.31
6,2,6.89,1,8.6,1.1,82.1,6.5,3.7,5.9,1,0,1,0,0,0,1,15.73
3,2,7.65,0,6.6,5.7,79.8,5.0,5.3,5.7,2,3,3,3,0,1,1,18.69
3,1,6.95,0,6.0,6.2,50.3,6.2,4.7,6.8,2,2,1,1,0,1,1,19.66
1,2,7.46,0,6.5,6.5,52.4,9.0,6.2,2.4,3,2,1,3,0,0,1,21.23
4,1,7.88,0,6.2,7.4,58.2,3.9,4.2,4.5,1,2,1,2,0,2,1,17.59
4,2,5.07,0,5.0,1.0,78.2,9.0,5.0,1.5,0,4,0,1,2,0,0,17.31
3,2,6.73,0,4.6,6.3,76.5,4.8,4.6,5.8,1,3,1,1,1,1,1,17.23
5,1,7.63,2,5.5,8.1,53.2,5.1,5.1,4.2,0,2,1,0,1,1,1,17.03
5,0,8.23,0,7.1,2.3,46.7,5.3,7.9,4.1,1,2,1,2,0,0,1,19.92
0,2,6.03,0,7.3,4.6,54.4,7.0,5.1,3.2,2,4,2,1,0,0,1,17.15
4,1,7.32,2,7.4,3.5,72.5,7.7,3.6,4.6,2,1,4,0,0,2,1,16.28
